Customer ID,Recency,Frequency,Monetary,Cluster
7465,122,2,2857,2
7466,130,7,17372,3
7467,7,5,20194,3
7468,36,6,10120,0
7469,282,5,9766,0
7470,72,4,9428,0
7471,673,1,4249,1
7472,233,5,13890,0
7473,21,5,11628,0
7474,233,5,19579,0
7475,112,4,13833,0
7476,56,7,22887,3
7477,131,3,12125,2
7478,160,4,7697,2
7480,181,7,17569,3
7481,324,3,4841,2
7482,223,4,8302,2
7483,30,6,21124,3
7485,137,6,19416,3
7486,54,2,8613,2
7487,145,7,18932,3
7488,83,6,18991,3
7489,200,5,11999,0
7490,1346,1,2254,1
7491,115,2,7215,2
7492,47,3,8628,2
7493,314,1,4281,2
7494,248,4,9191,2
7495,470,4,9647,0
7496,483,4,13599,0
7497,193,4,12807,0
7498,1310,1,892,1
7499,68,2,8740,2
7500,84,7,25802,3
7501,2,3,4392,2
7502,145,4,8474,2
7503,193,4,9008,2
7504,336,5,12262,0
7505,617,3,10782,1
7506,2,5,16773,0
7507,117,4,9285,0
7508,45,6,18164,3
7509,302,5,19460,0
7510,105,5,14823,0
7511,32,2,6383,2
7512,138,6,18599,3
7513,87,4,10477,0
7514,540,3,9346,1
7515,364,7,24051,3
7516,85,3,8316,2
7517,427,5,12585,0
7518,19,3,13320,0
7519,173,2,9065,2
7520,102,3,10202,2
7521,219,3,2961,2
7522,192,3,8293,2
7523,853,2,1294,1
7524,91,8,19980,3
7525,115,5,13093,0
7526,463,2,5379,2
7527,1091,3,8579,1
7528,58,7,21710,3
7529,112,6,19597,3
7530,319,6,21944,3
7531,19,8,22987,3
7532,429,3,8751,2
7533,362,5,15921,0
7535,64,4,9384,0
7536,165,3,12089,2
7537,145,5,11092,0
7538,52,3,7003,2
7539,393,3,11400,2
7540,18,9,24010,3
7541,213,3,6004,2
7542,510,4,9255,2
7543,131,5,12763,0
7544,14,3,7669,2
7545,542,4,5283,1
7546,145,7,12689,0
7547,303,2,3839,2
7548,61,6,17510,3
7549,164,9,22099,3
7550,966,1,3160,1
7551,67,4,11172,0
7552,534,1,904,1
7553,55,7,21076,3
7554,1046,2,4057,1
7555,312,6,15054,0
7556,601,1,2291,1
7557,639,7,22036,3
7558,413,4,11590,0
7559,12,3,8689,2
7560,105,5,13022,0
7561,60,6,17135,3
7562,440,5,19449,0
7563,584,3,7884,1
7564,339,3,6429,2
7565,39,5,11517,0
7566,1265,1,4190,1
7567,68,5,13807,0
7568,481,1,3191,2
7569,345,4,7970,2
7570,494,2,5285,2
7571,183,7,16465,3
7572,197,9,26370,3
7573,346,3,13768,0
7574,78,5,12664,0
7575,20,3,8883,2
7576,1078,3,14005,1
7577,547,3,8174,1
7578,50,2,8135,2
7579,421,4,8682,2
7580,117,4,13830,0
7581,366,4,11525,0
7582,325,4,8909,2
7583,1262,2,6818,1
7584,2,6,9220,0
7585,99,2,3747,2
7586,480,8,33611,3
7587,472,3,7563,2
7588,243,5,18582,0
7589,149,4,12424,0
7590,530,5,15797,0
7591,408,4,7831,2
7592,560,2,3756,1
7593,253,2,7812,2
7594,626,5,9699,0
7595,127,6,8093,0
7596,655,1,4471,1
7597,412,5,9166,0
7598,57,7,17205,3
7599,658,2,3032,1
7600,344,4,8704,2
7601,93,5,14045,0
7602,420,6,14223,0
7603,323,7,17058,3
7604,369,4,11061,0
7605,339,2,8739,2
7607,57,3,5997,2
7608,218,6,20314,3
7609,305,4,7468,2
7610,285,2,4852,2
7611,93,3,9856,2
7612,107,4,10812,0
7613,92,8,21912,3
7614,96,5,17711,0
7615,186,6,17518,3
7616,105,2,3678,2
7617,329,7,25762,3
7618,455,3,4998,2
7619,495,2,4257,2
7620,615,5,9725,0
7621,197,3,10662,2
7622,201,5,9711,0
7623,182,4,14943,0
7624,251,2,2521,2
7625,133,5,17436,0
7626,171,6,17223,0
7627,58,10,23214,3
7628,324,4,14184,0
7629,302,5,15219,0
7630,98,3,8495,2
7631,414,4,10713,0
7632,426,5,13599,0
7633,133,4,9972,0
7634,1345,1,1327,1
7635,383,1,3917,2
7636,117,3,5414,2
7637,395,4,10690,0
7638,153,5,15849,0
7639,503,3,8668,2
7640,345,3,9966,2
7641,235,4,15322,0
7642,25,6,16366,0
7643,245,4,8995,2
7645,16,3,2308,2
7646,559,4,5612,1
7647,121,2,5945,2
7648,399,5,10708,0
7649,239,2,2287,2
7650,501,4,11875,0
7651,281,3,10910,2
7652,22,9,19305,3
7653,501,3,3323,2
7654,77,8,20986,3
7655,406,4,13408,0
7656,243,4,14951,0
7657,111,6,10721,0
7658,100,5,15451,0
7659,117,2,5879,2
7660,905,1,4969,1
7661,240,4,9524,0
7662,119,4,16023,0
7663,1166,2,5075,1
7664,50,7,16199,3
7665,1049,1,3178,1
7666,784,1,3707,1
7667,3,3,4377,2
7668,75,4,8666,2
7669,736,3,5075,1
7670,635,4,18549,0
7671,908,2,4699,1
7672,37,7,19088,3
7673,279,5,10131,0
7674,265,6,13808,0
7675,49,4,7427,2
7676,317,5,12204,0
7677,387,5,12729,0
7678,1,7,14681,3
7679,525,3,7493,2
7680,243,1,882,2
7681,25,7,15193,3
7684,868,2,1900,1
7685,210,8,18142,3
7686,325,3,4976,2
7687,393,2,4104,2
7688,1025,1,4481,1
7689,205,3,6063,2
7690,63,6,14096,0
7691,153,5,12164,0
7692,927,1,2017,1
7693,45,2,7178,2
7694,391,4,7093,2
7695,13,4,7878,2
7696,178,7,16609,3
7697,390,7,17179,3
7698,239,5,15967,0
7699,568,3,4035,1
7700,221,4,10786,0
7701,75,6,13664,0
7703,825,4,15094,1
7704,146,4,12209,0
7705,1042,2,9310,1
7706,100,5,13564,0
7707,19,7,16423,3
7708,62,6,19736,3
7709,170,4,15910,0
7710,78,2,6184,2
7711,13,5,14914,0
7712,193,5,9115,0
7713,121,5,13472,0
7714,696,3,11304,1
7715,819,3,10077,1
7716,1318,1,1872,1
7717,171,4,13055,0
7718,846,2,4143,1
7719,115,2,7083,2
7720,539,3,9687,1
7721,1001,3,10541,1
7722,183,4,15421,0
7723,2,6,15489,0
7724,3,6,18084,3
7725,419,3,10974,2
7726,19,5,13605,0
7727,233,8,16400,3
7728,61,3,13029,0
7729,205,4,10364,0
7730,278,1,1417,2
7731,131,3,11047,2
7732,210,4,12543,0
7733,400,3,6688,2
7734,58,3,9672,2
7735,204,4,12387,0
7736,53,3,8563,2
7737,66,6,16428,0
7738,133,5,16492,0
7739,255,2,5354,2
7740,399,3,5210,2
7741,4,8,18175,3
7742,24,6,18538,3
7743,439,5,10166,0
7744,211,5,15504,0
7745,55,4,5194,2
7746,1329,1,3103,1
7747,8,6,14704,0
7748,211,3,10226,2
7749,218,8,24395,3
7750,1162,1,313,1
7751,485,3,9353,2
7752,227,4,9483,0
7753,420,4,17053,0
7754,250,6,14069,0
7755,670,1,2322,1
7756,445,4,18894,0
7757,129,5,9579,0
7758,241,2,6298,2
7759,144,5,11796,0
7760,23,5,13962,0
7761,163,2,6726,2
7762,244,8,21428,3
7763,32,6,21187,3
7764,73,2,5973,2
7765,678,4,12301,1
7766,146,3,6048,2
7767,445,4,7760,2
7768,20,3,8820,2
7769,102,7,23681,3
7770,522,4,9566,0
7771,259,3,5699,2
7772,88,3,6082,2
7773,9,5,14236,0
7774,195,4,7153,2
7775,178,6,8943,0
7776,374,4,9627,0
7777,293,4,14201,0
7778,148,1,3484,2
7779,38,4,15694,0
7780,85,3,8521,2
7781,21,6,15562,0
7782,1208,1,940,1
7783,285,2,9283,2
7784,173,4,9520,0
7785,430,2,6898,2
7786,150,8,20827,3
7787,3,4,8535,2
7788,798,5,18521,0
7789,214,5,11695,0
7790,334,2,3886,2
7791,69,4,8921,2
7792,325,5,16009,0
7793,117,6,18411,3
7794,271,2,2554,2
7795,419,4,10169,0
7796,327,4,11306,0
7797,152,4,16927,0
7798,159,5,13618,0
7799,420,6,14680,0
7800,516,6,19739,3
7801,417,2,4925,2
7802,77,3,12673,0
7803,433,6,17095,0
7804,92,4,14752,0
7805,58,7,20104,3
7806,156,4,7171,2
7807,302,1,348,2
7808,475,6,14406,0
7809,460,3,6903,2
7810,94,4,14542,0
7811,10,4,14312,0
7812,388,7,22912,3
7813,699,2,4423,1
7814,380,6,19944,3
7815,56,4,6268,2
7816,1034,1,3343,1
7817,765,5,12074,1
7818,566,4,14133,0
7819,232,4,13586,0
7820,276,4,12813,0
7821,61,10,33099,3
7822,12,4,12541,0
7823,753,1,606,1
7824,256,6,24346,3
7825,268,3,7395,2
7826,251,3,4587,2
7827,68,7,23851,3
7828,190,2,7438,2
7829,160,4,13026,0
7830,1013,2,3781,1
7831,253,3,4675,2
7832,42,5,12035,0
7833,182,4,11725,0
7834,483,2,6560,2
7835,309,3,7603,2
7836,169,8,27777,3
7837,80,8,21940,3
7838,153,3,12743,0
7839,72,4,10062,0
7840,91,4,10918,0
7841,54,10,29208,3
7842,459,3,6051,2
7843,127,6,17448,3
7844,54,4,12472,0
7845,170,4,13036,0
7846,178,5,8874,0
7847,869,3,4848,1
7848,271,3,9994,2
7849,235,1,2476,2
7850,211,2,4682,2
7851,346,5,13784,0
7852,164,6,15333,0
7853,978,3,11111,1
7854,546,4,15345,0
7855,118,3,7701,2
7856,347,3,11005,2
7857,247,4,12209,0
7858,219,3,15472,0
7859,6,4,11219,0
7860,184,7,18969,3
7861,205,1,1602,2
7862,214,4,13267,0
7863,373,4,9962,0
7864,126,5,11950,0
7865,1202,2,4244,1
7866,52,2,5561,2
7867,113,3,8891,2
7868,327,4,8180,2
7869,226,2,6550,2
7870,57,3,9818,2
7871,1081,3,4872,1
7872,144,5,13409,0
7873,16,5,6382,0
7874,47,4,11888,0
7875,338,5,6776,0
7876,201,5,17122,0
7877,232,5,14797,0
7878,84,1,762,2
7879,1163,2,9689,1
7880,93,6,19822,3
7881,26,4,14961,0
7882,222,2,6196,2
7883,42,4,9160,0
7884,149,4,10251,0
7885,1,3,9794,2
7886,741,3,13398,1
7887,251,4,10377,0
7888,260,4,10449,0
7889,186,4,12283,0
7890,672,1,2433,1
7891,1118,1,4507,1
7892,412,6,14347,0
7893,209,4,5328,2
7894,217,4,15401,0
7895,126,1,1719,2
7896,74,7,13525,0
7897,115,3,8849,2
7898,17,6,17419,3
7899,3,2,5644,2
7900,23,5,15199,0
7901,137,4,7591,2
7902,1251,1,786,1
7903,126,5,13633,0
7904,434,5,17425,0
7905,178,6,15646,0
7906,11,3,8627,2
7907,276,6,15981,0
7908,134,3,8701,2
7909,1351,1,2357,1
7910,220,2,4197,2
7911,236,4,12166,0
7912,676,4,11808,1
7913,133,3,9230,2
7914,300,4,3947,2
7915,648,7,23702,3
7916,187,3,11032,2
7917,31,6,10101,0
7918,49,8,17080,3
7919,176,1,4608,2
7920,137,4,7599,2
7921,1004,2,5204,1
7923,14,6,16782,3
7924,1035,2,3427,1
7925,211,8,17936,3
7926,370,6,13222,0
7927,413,4,12729,0
7928,300,5,17176,0
7929,352,3,9831,2
7930,53,8,19243,3
7931,20,5,13519,0
7932,81,2,4969,2
7933,696,2,3585,1
7934,1278,3,12890,1
7935,549,3,3110,1
7936,347,2,5965,2
7937,264,4,12282,0
7938,321,3,8900,2
7939,167,6,12669,0
7940,486,1,4047,2
7941,262,7,16399,3
7942,439,2,7585,2
7943,257,5,17650,0
7944,165,2,7019,2
7945,411,3,13691,0
7946,589,1,4018,1
7947,126,7,11529,0
7948,717,2,6751,1
7949,409,2,9697,2
7950,325,7,17918,3
7951,822,3,8863,1
7952,461,5,17108,0
7953,223,2,2145,2
7954,497,5,16042,0
7955,148,2,6677,2
7956,433,6,18068,0
7957,640,3,3639,1
7958,269,2,2268,2
7959,66,5,13661,0
7960,288,7,19670,3
7961,78,8,23364,3
7962,531,3,8512,1
7963,332,4,11362,0
7964,139,1,4846,2
7965,634,3,7185,1
7966,118,6,14277,0
7967,42,5,16506,0
7968,8,2,9148,2
7969,647,6,13492,0
7970,818,3,8710,1
7971,112,7,14823,3
7972,834,4,15377,1
7973,281,5,14036,0
7974,89,3,7363,2
7975,372,4,8280,2
7976,43,6,17049,3
7977,1068,2,3588,1
7978,1087,4,10013,1
7979,524,2,5113,1
7980,168,5,10805,0
7981,620,1,2258,1
7982,1,3,10796,2
7983,128,3,11115,2
7984,23,9,21728,3
7985,288,6,20241,3
7986,154,4,8895,2
7987,271,3,11005,2
7988,398,3,5229,2
7989,46,2,3929,2
7990,112,4,18001,0
7991,662,5,11575,0
7992,111,7,19778,3
7993,124,5,14524,0
7994,207,2,7283,2
7995,130,3,7185,2
7996,374,3,7237,2
7997,234,4,8767,2
7998,25,7,14640,3
7999,22,4,11414,0
8000,105,3,13602,0
8001,951,5,8915,1
8002,241,5,9520,0
8003,311,4,13132,0
8004,336,2,4150,2
8005,51,5,7032,0
8006,98,5,12025,0
8007,73,8,22465,3
8008,194,4,15008,0
8009,86,7,23347,3
8010,414,2,8092,2
8011,440,7,20363,3
8012,18,3,8237,2
8013,255,3,10147,2
8014,278,3,9730,2
8015,509,2,3781,1
8016,974,3,8393,1
8017,266,5,3451,2
8018,295,4,10609,0
8019,37,2,1695,2
8020,953,2,8193,1
8021,174,4,17147,0
8022,1209,1,2406,1
8023,197,5,9015,0
8024,81,5,15636,0
8025,111,6,18471,3
8026,102,7,22944,3
8027,10,5,9734,0
8028,211,4,13511,0
8029,55,4,8983,2
8030,252,5,10118,0
8031,4,4,17116,0
8032,448,4,14519,0
8033,211,8,24295,3
8034,481,5,15476,0
8035,162,2,4280,2
8036,243,7,13175,0
8037,124,2,7370,2
8038,616,2,6790,1
8039,25,7,13651,0
8040,680,6,16179,0
8041,194,9,27286,3
8042,326,2,7452,2
8043,231,4,10479,0
8044,23,5,11733,0
8045,267,2,2752,2
8046,164,5,16556,0
8047,161,4,16760,0
8048,171,4,7976,2
8049,638,3,7000,1
8050,301,2,8243,2
8051,16,6,13478,0
8052,575,2,5844,1
8053,24,2,7927,2
8054,282,4,15376,0
8055,95,5,12875,0
8056,322,4,14946,0
8057,58,2,5417,2
8058,790,1,3999,1
8059,11,5,9818,0
8060,218,2,2945,2
8061,374,3,8461,2
8062,164,2,6982,2
8063,61,3,6032,2
8064,60,6,15065,0
8065,387,4,7454,2
8066,305,6,9853,0
8067,592,4,10545,1
8068,815,3,9459,1
8069,36,1,953,2
8070,152,5,12192,0
8071,1004,2,3327,1
8072,330,4,8508,2
8073,66,3,9688,2
8074,53,2,8163,2
8075,673,2,4759,1
8076,230,4,13028,0
8077,628,4,13918,0
8078,139,4,14908,0
8079,20,6,16235,0
8080,288,1,2357,2
8081,478,7,13743,0
8082,210,2,8862,2
8083,469,5,10996,0
8084,258,4,11201,0
8085,652,6,17038,0
8086,205,7,17136,3
8087,77,7,18665,3
8088,48,2,8885,2
8089,44,3,8382,2
8090,212,6,15709,0
8091,504,4,14261,0
8092,1075,1,2899,1
8093,416,5,16162,0
8094,128,4,12887,0
8095,613,4,8134,1
8096,111,3,2158,2
8097,77,4,16163,0
8098,765,2,7596,1
8099,132,3,8434,2
8100,189,4,14032,0
8101,143,6,18159,3
8102,804,4,8377,1
8104,374,2,7526,2
8105,45,3,7246,2
8106,215,4,8688,2
8107,490,3,4321,2
8108,564,2,979,1
8109,376,3,6546,2
8110,363,3,4534,2
8111,1210,1,5204,1
8112,85,4,13065,0
8113,589,4,10957,1
8114,125,3,4179,2
8115,485,4,10669,0
8116,813,3,9353,1
8117,515,2,6020,1
8118,110,4,16316,0
8119,41,2,4616,2
8120,30,5,12772,0
8121,56,3,8168,2
8122,221,4,8381,2
8123,152,6,18273,3
8124,447,3,6577,2
8125,295,3,10191,2
8126,99,4,9027,2
8127,351,5,20021,0
8128,104,4,14459,0
8129,96,6,13508,0
8130,10,5,12830,0
8131,217,2,8742,2
8132,183,3,7164,2
8133,270,3,6595,2
8134,753,3,6097,1
8135,303,3,8203,2
8136,77,5,10745,0
8137,120,5,16483,0
8138,452,4,12057,0
8139,196,6,20036,3
8140,735,5,9912,1
8141,731,1,4291,1
8142,50,2,4912,2
8143,240,2,7052,2
8144,1085,2,8447,1
8145,61,7,16476,3
8146,390,7,9259,0
8147,8,7,15426,3
8148,202,5,16710,0
8149,199,3,8218,2
8150,302,5,14407,0
8151,62,7,19541,3
8152,108,3,8675,2
8153,245,2,5156,2
8154,29,6,19301,3
8155,42,5,14554,0
8156,366,4,12241,0
8157,172,6,17335,3
8158,115,7,20205,3
8159,196,2,6270,2
8160,472,3,7626,2
8161,164,5,13256,0
8162,699,3,6690,1
8163,126,5,13876,0
8164,720,3,10142,1
8165,226,4,12899,0
8166,8,4,12421,0
8167,231,4,13891,0
8168,145,4,17410,0
8169,181,2,6928,2
8170,127,3,6528,2
8171,493,5,19299,0
8172,200,1,4680,2
8173,290,3,10759,2
8174,261,5,16804,0
8175,698,2,3222,1
8176,120,4,15298,0
8177,206,5,18367,0
8178,129,5,9840,0
8179,114,4,12126,0
8180,171,5,15258,0
8181,768,2,4033,1
8182,167,3,11229,2
8183,124,4,6998,2
8184,515,4,5433,2
8185,257,4,7321,2
8186,87,6,16001,0
8187,189,9,22129,3
8188,290,4,10087,0
8189,341,2,3805,2
8190,449,1,895,2
8191,488,2,6271,2
8192,1040,1,3624,1
8193,144,5,14689,0
8194,70,10,25681,3
8195,10,6,17466,3
8196,323,3,5895,2
8197,1099,1,1657,1
8198,496,2,4751,2
8199,1,7,18361,3
8200,958,4,11734,1
8201,1126,1,2535,1
8202,1248,1,3832,1
8203,307,4,10467,0
8204,42,5,12842,0
8205,6,9,20612,3
8206,108,3,4676,2
8207,111,5,15608,0
8208,150,5,11854,0
8209,244,6,16046,0
8210,74,1,1211,2
8211,382,4,11710,0
8212,343,5,14425,0
8213,604,3,9420,1
8214,62,5,15527,0
8215,42,6,12776,0
8216,141,3,7617,2
8217,138,8,20558,3
8218,116,5,8064,0
8219,323,5,18655,0
8220,297,6,22603,3
8221,225,4,12663,0
8222,10,3,8998,2
8223,571,8,25553,3
8224,229,5,8916,0
8225,98,6,14946,0
8226,154,6,16641,0
8227,41,4,7669,2
8228,390,5,15695,0
8229,361,6,9379,0
8230,323,5,9954,0
8231,65,8,17133,3
8232,334,6,16939,0
8233,553,5,14654,0
8235,515,5,22208,3
8236,209,5,16547,0
8237,213,5,13393,0
8238,133,9,32380,3
8239,113,3,6716,2
8240,271,2,8332,2
8241,156,4,15020,0
8242,5,5,17176,0
8243,286,3,7318,2
8244,148,3,7515,2
8245,3,2,7516,2
8246,670,7,15966,0
8247,296,6,13775,0
8248,153,3,5429,2
8249,44,4,8719,2
8250,578,3,5437,1
8251,102,6,20698,3
8252,21,4,9281,0
8253,302,3,3259,2
8254,186,6,14307,0
8255,500,1,5274,1
8256,28,5,10828,0
8257,241,3,3249,2
8258,784,1,4188,1
8259,61,4,11660,0
8260,80,6,18485,3
8261,25,2,6752,2
8262,67,2,6844,2
8263,122,4,7120,2
8264,817,5,9783,1
8265,701,2,1890,1
8266,84,4,8900,2
8267,19,2,6894,2
8268,199,3,8010,2
8269,174,3,11095,2
8270,270,4,5387,2
8271,142,5,12980,0
8272,158,5,12785,0
8273,30,4,8040,2
8274,236,4,8433,2
8275,502,3,9427,2
8276,243,5,11383,0
8277,79,8,21021,3
8278,2,4,9987,0
8279,297,4,10168,0
8280,5,7,20117,3
8281,340,4,17289,0
8282,145,4,10075,0
8283,256,7,9834,0
8285,267,4,8118,2
8286,296,1,1775,2
8287,161,5,17677,0
8288,506,3,9400,2
8289,119,3,8299,2
8290,500,5,10958,0
8291,373,3,13836,0
8292,309,3,4784,2
8293,1305,1,264,1
8294,197,4,11423,0
8295,10,3,9361,2
8296,18,3,6642,2
8297,389,2,6324,2
8298,150,4,8076,2
8299,149,7,13785,0
8300,320,6,17356,0
8301,219,2,6235,2
8302,182,5,11043,0
8303,417,5,9996,0
8304,268,4,12427,0
8305,417,5,14163,0
8306,5,3,9341,2
8307,495,4,9213,2
8308,332,3,9905,2
8309,30,3,9404,2
8310,2,3,6995,2
8311,721,2,6684,1
8312,55,7,16223,3
8313,435,4,13406,0
8314,94,2,2438,2
8315,133,4,9372,0
8316,1082,2,6737,1
8318,183,5,11589,0
8319,414,4,11755,0
8320,233,1,188,2
8321,385,3,6463,2
8322,227,2,9474,2
8323,2,9,26273,3
8324,258,2,7919,2
8325,20,7,24345,3
8326,115,3,8209,2
8327,187,8,19988,3
8328,234,4,17975,0
8329,40,6,19284,3
8330,170,6,13401,0
8331,292,4,11047,0
8332,425,2,6823,2
8333,134,2,7279,2
8334,532,3,6405,1
8335,11,6,16736,3
8336,148,7,19301,3
8337,444,2,3318,2
8338,417,7,17329,3
8339,601,7,23644,3
8340,355,6,15654,0
8341,214,2,5033,2
8342,30,3,9273,2
8343,186,8,20474,3
8344,131,4,10855,0
8345,24,3,9577,2
8346,104,1,420,2
8348,76,4,12176,0
8349,119,4,13665,0
8350,8,5,15805,0
8351,234,5,14696,0
8352,147,3,5048,2
8353,260,6,14748,0
8354,320,1,596,2
8355,365,8,21621,3
8356,452,5,14069,0
8357,366,2,3057,2
8358,1077,2,10452,1
8359,70,3,4038,2
8360,463,3,10986,2
8361,24,3,9167,2
8362,507,3,6866,2
8363,288,3,7215,2
8364,225,1,4203,2
8365,362,4,7641,2
8366,17,2,3483,2
8367,295,1,3866,2
8368,447,3,13104,0
8369,300,5,12961,0
8370,9,7,12946,0
8371,1109,1,4955,1
8372,269,2,2888,2
8373,254,5,11537,0
8374,369,5,18100,0
8375,363,4,9896,0
8376,90,10,26885,3
8377,322,5,13318,0
8378,659,3,7507,1
8379,68,3,8099,2
8380,21,5,13886,0
8381,87,5,11768,0
8382,26,2,4614,2
8383,128,2,5413,2
8384,431,2,4322,2
8385,37,4,11689,0
8386,59,4,10608,0
8387,105,4,15435,0
8388,669,3,10298,1
8389,303,3,5749,2
8390,646,3,5110,1
8391,52,2,9734,2
8392,1342,1,1405,1
8393,198,10,29139,3
8394,14,5,15635,0
8395,5,3,12291,0
8396,149,7,15437,3
8397,36,4,14469,0
8398,520,2,1290,1
8399,230,3,8464,2
8400,741,5,11248,1
8401,307,4,15099,0
8402,74,4,14373,0
8403,12,9,29987,3
8404,433,4,6348,2
8405,164,2,3811,2
8406,921,1,814,1
8407,559,3,8201,1
8408,401,4,16332,0
8409,106,4,16423,0
8410,116,3,7986,2
8411,599,4,13364,0
8412,12,6,13999,0
8413,809,2,7415,1
8414,136,4,12273,0
8415,260,4,15985,0
8416,147,5,11126,0
8417,78,5,15595,0
8418,483,4,19120,0
8419,497,2,4341,2
8420,786,3,10715,1
8421,332,2,10038,2
8422,101,4,6536,2
8423,407,2,2928,2
8424,75,4,3761,2
8425,7,5,12496,0
8426,285,7,16277,3
8427,527,4,10716,0
8428,481,2,9029,2
8429,155,2,6557,2
8430,79,6,19138,3
8431,241,2,4362,2
8432,320,4,13150,0
8433,130,8,23082,3
8434,839,3,10538,1
8435,18,10,26058,3
8436,451,4,11149,0
8437,44,2,5190,2
8438,97,3,9026,2
8439,620,4,11691,1
8440,21,8,22717,3
8441,112,3,9729,2
8442,453,2,5895,2
8443,100,2,2782,2
8444,820,4,10554,1
8445,299,5,12210,0
8446,76,2,5279,2
8447,102,3,8332,2
8448,160,6,18937,3
8449,502,3,9557,2
8450,22,4,10316,0
8451,131,6,19880,3
8452,274,3,8833,2
8453,557,2,6873,1
8454,1259,1,3364,1
8455,306,2,6398,2
8456,780,3,8826,1
8457,294,2,5854,2
8458,260,6,13357,0
8459,493,3,8215,2
8460,659,2,4088,1
8461,265,2,4067,2
8462,51,2,5311,2
8463,415,1,3166,2
8464,420,3,4889,2
8465,440,1,3240,2
8466,228,2,5469,2
8467,40,5,9242,0
8468,1115,3,10881,1
8469,68,7,19115,3
8470,11,7,19116,3
8471,30,8,22105,3
8472,52,5,16618,0
8473,33,3,9126,2
8474,5,4,14633,0
8475,207,4,16281,0
8476,42,8,20725,3
8477,121,6,17626,3
8478,513,2,5302,1
8479,87,6,10178,0
8480,984,1,1223,1
8481,655,4,11315,1
8482,60,4,6110,2
8483,121,5,12168,0
8484,515,5,10037,0
8485,10,3,9115,2
8486,326,4,7535,2
8487,105,4,9979,0
8488,684,2,2075,1
8489,183,3,5459,2
8490,15,6,15554,0
8491,738,3,7687,1
8492,447,2,4873,2
8493,38,6,18455,3
8494,264,5,11286,0
8495,169,6,14414,0
8496,309,3,8374,2
8497,270,7,13953,0
8498,409,6,21367,3
8499,182,5,12349,0
8500,49,4,8719,2
8501,15,6,14911,0
8502,215,4,6226,2
8503,510,2,5344,1
8504,339,5,12615,0
8505,23,4,12704,0
8506,676,3,6740,1
8507,666,4,14257,0
8508,76,5,8361,0
8509,289,3,9162,2
8510,513,4,11002,0
8511,212,2,4774,2
8512,913,2,4783,1
8513,86,5,14393,0
8514,489,6,19668,3
8515,381,1,2558,2
8516,116,5,11800,0
8517,248,6,17399,0
8518,388,3,10249,2
8519,84,2,5755,2
8520,379,2,4312,2
8521,1107,2,5716,1
8522,78,4,9611,0
8523,99,2,7302,2
8524,281,7,19236,3
8525,98,5,15581,0
8526,332,4,12683,0
8527,624,2,8911,1
8528,511,2,2497,1
8529,617,5,10416,0
8530,312,4,16217,0
8531,601,2,5953,1
8532,302,4,12141,0
8533,399,4,13871,0
8534,381,3,7030,2
8535,79,6,19103,3
8536,42,3,14826,0
8537,277,2,7888,2
8538,652,2,6876,1
8539,374,2,3308,2
8540,184,3,8525,2
8541,52,4,12733,0
8542,298,7,20288,3
8543,686,5,13179,0
8544,176,6,10935,0
8545,7,4,10404,0
8546,252,5,16648,0
8547,563,3,12648,1
8548,15,4,14768,0
8549,69,3,7154,2
8550,241,3,12666,0
8551,21,5,11536,0
8552,1089,1,2266,1
8553,201,3,5022,2
8554,13,6,16470,0
8555,86,4,15795,0
8556,96,7,19380,3
8557,833,2,5474,1
8558,25,5,10915,0
8559,307,6,17018,0
8560,47,6,19706,3
8561,73,11,35375,3
8562,323,4,6444,2
8563,67,7,24248,3
8564,295,3,9223,2
8565,257,5,15974,0
8566,161,7,12270,0
8567,502,3,6635,2
8568,172,8,21185,3
8569,140,5,14188,0
8570,618,3,5361,1
8571,80,4,11776,0
8572,68,5,9466,0
8573,1284,3,5812,1
8574,815,2,4238,1
8575,193,2,3312,2
8576,66,3,11257,2
8577,298,4,7738,2
8578,15,6,22015,3
8579,113,3,11573,2
8580,119,4,7051,2
8581,52,6,17176,3
8582,200,6,18905,3
8583,343,5,10151,0
8584,492,5,15606,0
8585,233,4,13938,0
8586,22,3,13770,0
8588,653,1,5077,1
8589,18,4,14664,0
8590,527,3,12041,2
8591,102,4,11578,0
8592,256,6,16413,0
8593,1090,1,2923,1
8594,19,6,17806,3
8595,722,3,3189,1
8596,332,2,7246,2
8597,693,2,4309,1
8598,65,2,5179,2
8599,66,7,24553,3
8600,17,3,5520,2
8601,154,4,13274,0
8602,159,3,5370,2
8603,388,3,10290,2
8604,39,1,3876,2
8605,770,2,7052,1
8606,106,4,16426,0
8607,55,5,12099,0
8608,326,4,9819,0
8609,1164,4,9775,1
8611,755,2,8349,1
8612,561,3,10418,1
8613,20,6,15995,0
8614,20,6,17569,3
8615,192,7,20911,3
8616,89,7,24809,3
8617,33,2,2317,2
8618,149,10,32489,3
8619,240,5,14355,0
8620,227,4,9900,0
8621,552,1,4135,1
8622,794,7,23982,3
8623,208,6,17603,3
8624,358,3,6274,2
8625,138,5,14417,0
8626,105,6,10530,0
8627,72,3,6298,2
8628,282,2,1777,2
8630,285,5,12735,0
8631,476,4,12350,0
8632,191,4,9373,0
8633,91,5,9741,0
8634,477,3,7541,2
8635,107,5,17656,0
8636,314,4,11789,0
8637,311,5,19981,0
8638,714,2,3514,1
8639,121,2,6590,2
8640,220,6,11684,0
8641,630,2,3443,1
8642,48,5,12921,0
